カテゴリ,城,100名城,現存12天守,級,難易度,出題回数,問題文,選択肢,答え,作成状況,解説,チェック結果,根拠,解説_修正後
歴史・合戦,,100名城,,3級,初級,3,徳川家康が天正13年（1585）に築城。征夷大将軍の職を秀忠に譲ったあと、家康が再び居を構えた天下普請の城はどこか。,"小田原城,岡崎城,江戸城,駿府城",駿府城,公式,駿府城（静岡県）は徳川家康が天正13年（1585年）に築城した。関ヶ原後に将軍職を秀忠に譲った後も家康は駿府城に居を構え「大御所」として政治的実権を握り続けた。,OK,「駿府城（静岡県静岡市）は徳川家康が天正13年（1585年）に築城した。関ヶ原後に将軍職を秀忠に譲った後も家康は駿府城に大御所として居を構え（慶長12年/1607年）、元和2年（1616年）に死去するまで政治の実権を持ち続けた」 --- 出典: https://ja.wikipedia.org/wiki/%E9%A7%BF%E5%BA%9C%E5%9F%8E,
縄張・構造,,100名城,,3級,初級,3,能登の守護・畠山氏の居城で、曲輪の主要部に効果的に石垣が使われており、織豊期の城郭の特徴がのこされているのはどれか。,"高岡城,能登松波城,七尾城,金沢城",七尾城,公式,石川県七尾市の七尾城は能登守護・畠山氏の居城。曲輪の主要部に効果的な石垣が使われた織豊期の城郭の特徴が残る。天正5年（1577年）に上杉謙信に攻め落とされたことで知られる。,OK,「七尾城（石川県七尾市）は能登守護・畠山氏の居城で曲輪の主要部に効果的な石垣が使われた織豊期の城郭。天正5年（1577年）に上杉謙信に落城した。行616でも七尾城と謙信の漢詩を確認済み」 --- 出典: https://ja.wikipedia.org/wiki/%E4%B8%83%E5%B0%BE%E5%9F%8E,
櫓・御殿,,100名城,,3級,初級,3,標高約720ｍの山頂に築かれた近世の山城で、平成になって藩主邸の表御門・太鼓櫓が復元された城はどれか。,"高取城,備中松山城,大野城,岩村城",岩村城,公式,岐阜県の岩村城は標高717mに築かれた近世の山城で日本三大山城（高取城・備中松山城・岩村城）の一つ。平成に入って藩主邸の表御門と太鼓櫓が復元され石垣群が見どころとなっている。,OK,「岩村城（岐阜県恵那市）は標高717mに築かれた近世の山城で日本三大山城（高取城・備中松山城・岩村城）の一つ。平成に入って藩主邸の表御門と太鼓櫓が復元され石垣群が見どころとなっている」 --- 出典: https://ja.wikipedia.org/wiki/%E5%B2%A9%E6%9D%91%E5%9F%8E,
城主・人物,,100名城,,3級,初級,3,武田信玄が築城し、築城当初は「海津城」と呼ばれていた城はどれか。,"松本城,松代城,上田城,小諸城",松代城,公式,長野市の松代城は武田信玄が築城した際の城名が「海津城」。川中島方面の最前線基地として機能し後に森・松平・真田氏が城主となり「松代城」と改名された。,OK,「松代城（長野県長野市）は武田信玄が築城した際の城名が「海津城（かいづじょう）」。川中島の戦いの最前線基地として機能し後に森・松平・真田氏が城主となった。行527でも松代藩の文武学校をOKと確認済み」 --- 出典: https://ja.wikipedia.org/wiki/%E6%9D%BE%E4%BB%A3%E5%9F%8E,
櫓・御殿,,100名城,,3級,初級,3,復元された御殿の中で昭君之間がある御殿はどれか。,"名古屋城御殿,佐賀城御殿,掛川城御殿,熊本城御殿",熊本城御殿,公式,熊本城の本丸御殿は平成20年（2008年）に復元された。最高位の格式を示す「昭君之間（しょうくんのま）」は加藤清正が設計した格調高い部屋で将軍との謁見の場として使用されたとされる。,OK,「熊本城本丸御殿は平成20年（2008年）に復元された。加藤清正が建てた最高格式の間「昭君之間（しょうくんのま）」は外国の賓客をもてなす最高位の格式を示す部屋として復元された」 --- 出典: https://ja.wikipedia.org/wiki/%E7%86%8A%E6%9C%AC%E5%9F%8E,
城主・人物,,100名城,,3級,初級,3,文豪・島崎藤村が『千曲川旅情の歌』の中で「古城のほとり　雲白く」と詠んだ城跡はどれか。,"木曾福島城,小諸城,上田城,松本城",小諸城,公式,長野県小諸市の小諸城は島崎藤村の詩「千曲川旅情の歌」に「小諸なる古城のほとり　雲白く遊子悲しむ」と詠まれた。城跡は懐古園として整備され桜の名所としても親しまれている。,OK,「小諸城（長野県小諸市）は島崎藤村の詩「千曲川旅情の歌」に「小諸なる古城のほとり　雲白く遊子悲しむ」と詠まれた。懐古園として整備され三の門・大手門が現存する続100名城のひとつ」 --- 出典: https://ja.wikipedia.org/wiki/%E5%B0%8F%E8%AB%B8%E5%9F%8E,
門・橋,,100名城,,3級,初級,3,豊臣秀吉の家臣・蜂須賀家政が築城、平成元年に城の大手門にあたる「鷲の門」が再建されたのはどの城か。,"墨俣城,徳島城,鉢形城,洲本城",徳島城,公式,豊臣秀吉の家臣・蜂須賀家政が天正13年（1585年）に入封して築いた徳島城は平成元年（1989年）に大手門にあたる「鷲の門」が再建された。眉山（びざん）と吉野川を利用した城。,OK,「豊臣秀吉の家臣・蜂須賀家政が天正13年（1585年）に入封して築いた徳島城（徳島県）の大手門にあたる「鷲の門（わしのもん）」は平成元年（1989年）に木造で復元された。徳島城の正面玄関として知られる」 --- 出典: https://ja.wikipedia.org/wiki/%E5%BE%B3%E5%B3%B6%E5%9F%8E,
天守,,100名城,,3級,初級,3,近世の築城でも天守の無い城があったが、次のなかで天守が無かった城はどれか。（選択肢A）,"松阪城,仙台城,福山城,岩国城",仙台城,公式,仙台城（青葉城）は伊達政宗が最初から天守を設けなかった城。大名の格式として天守を持つのが通例だったが政宗は豊臣秀吉への配慮などから天守を築かなかったとされる。,OK,「仙台城（青葉城）は伊達政宗が最初から天守を設けなかった城。豊臣秀吉への遠慮や山頂の立地制約などが理由とされる。行765でも同内容をOKと確認済み。「天守のない大名の城」の代表例」 --- 出典: https://ja.wikipedia.org/wiki/%E4%BB%99%E5%8F%B0%E5%9F%8E,
天守,,100名城,,3級,初級,3,近世の築城でも天守の無い城があったが、次のなかで天守が無かった城はどれか。（選択肢B）,"鹿児島城,岡崎城,広島城,小田原城",鹿児島城,公式,薩摩藩の居城・鹿児島城（鶴丸城）は大藩の居城としては異例の「天守のない城」。薩摩独自の外城制に基づき各地に約100の外城を持ち中心城郭を小規模に保つ方針だったためとされる。,OK,「薩摩藩の居城・鹿児島城（鶴丸城）は大藩の居城としては異例の天守のない城。薩摩独自の外城制（とじょうせい）に基づき各地に約100か所の外城（郷）を配置して防衛する体制をとったため、本城の天守は不要とされた」 --- 出典: https://ja.wikipedia.org/wiki/%E9%B9%BF%E5%85%90%E5%B3%B6%E5%9F%8E,
地理・分類,,100名城,,3級,初級,2,「天空の城」と呼ばれない城はどれか。,"岡城,竹田城,越前大野城,備中高松城",備中高松城,公式,「天空の城」と呼ばれる城は竹田城（兵庫）・苗木城（岐阜）・越前大野城（福井）など雲海に浮かぶ山城。備中高松城（岡山）は秀吉の水攻めで有名な平城・水城で天空の城とは呼ばれない。,OK,「「天空の城」と呼ばれる城は竹田城（兵庫）・苗木城（岐阜）・越前大野城（福井）など雲海に浮かぶ山城が代表例。備中高松城（岡山県）は水攻めで有名な平城（低地の城）で山城ではないため「天空の城」とは呼ばれない」 --- 出典: https://ja.wikipedia.org/wiki/%E5%82%99%E4%B8%AD%E9%AB%98%E6%9D%BE%E5%9F%8E,
歴史・合戦,,,,3級,初級,2,「普請」についての説明で間違いはどれか。,"曲輪の造成工事,堀の構築工事,石垣の構築工事,櫓などの構造物を建てる",櫓などの構造物を建てる,公式,城郭工事のうち「普請」は土木工事（土を盛る・堀を掘るなど）のこと。「作事」が建物（天守・櫓・御殿など）を建てる工事を指す。「普請」に「構造物を建てる」という説明は誤りで作事の説明。,OK,「城郭工事のうち「普請（ふしん）」は土木工事（土を盛る・堀を掘るなど）のこと。「作事（さくじ）」が建物（天守・櫓・御殿など）を建てる木工事。「普請」=「構造物を建てる」という説明は誤りで、構造物建設は「作事」」 --- 出典: https://ja.wikipedia.org/wiki/%E6%99%AE%E8%AB%8B,
グスク・古代城郭,,100名城,,3級,初級,2,琉球王国の王城はどれか。,"中城城,勝連城,首里城,今帰仁城",首里城,公式,首里城（沖縄県那覇市）は琉球王国の王城で15〜19世紀にわたり琉球の政治・文化の中心として機能した。「琉球王国のグスク及び関連遺産群」として世界遺産に登録されている。,OK,「首里城（沖縄県那覇市）は琉球王国の王城で15〜19世紀にわたり琉球の政治・文化の中心として機能した。世界遺産「琉球王国のグスク及び関連遺産群」の主要な城で令和元年（2019年）の火災後に復元工事中」 --- 出典: https://ja.wikipedia.org/wiki/%E9%A6%96%E9%87%8C%E5%9F%8E,
グスク・古代城郭,,100名城,,3級,初級,2,朝鮮式山城に分類される城はどれか。,"岩国城,多賀城,大野城,平戸城",大野城,公式,福岡県の大野城（おおののき）は天智2年（663年）の白村江の戦い後に百済の技術者が指導して築いた朝鮮式山城。大宰府を守る軍事拠点として機能し現在も土塁・石垣が残る。,OK,「大野城（おおののき、福岡県大野城市・太宰府市・宇美町）は天智2年（663年）の白村江の戦い後に百済の技術者が指導して築いた朝鮮式山城。行389でも確認。国の特別史跡に指定」 --- 出典: https://ja.wikipedia.org/wiki/%E5%A4%A7%E9%87%8E%E5%9F%8E_(%E7%AD%91%E5%BE%8C%E5%9B%BD),
縄張・構造,,,,3級,初級,2,横矢の説明で間違いはどれか。（選択肢A）,"石垣や土塁・堀などの塁線を曲げて城壁に近づく敵兵を二方向以上から攻撃する仕組み,弓矢で横から攻撃することをいう,戦国期から近世の城に見られる防御の縄張である,横矢掛ともいう",弓矢で横から攻撃することをいう,公式,横矢とは城壁や曲輪の形を鉤状に折り曲げることで城壁に近づく敵を横方向から攻撃できるようにした縄張の工夫。「弓矢で横から攻撃すること自体」を指すのではなく縄張の技法を意味する。,OK,「横矢（よこや）とは城壁や曲輪の形を鉤状に折り曲げることで城壁に近づく敵を横方向から攻撃できるようにした縄張の工夫。「弓矢で横から攻撃することをいう」という説明は「横矢掛け（よこやがかり）」の縄張の意味を誤解した誤り」 --- 出典: https://ja.wikipedia.org/wiki/%E6%A8%AA%E7%9F%A2,
